"","10.10.2006.1","16.10.2006.2b","13.06.2006.1c","13.06.2006.2c","27.06.2006.1","27.06.2006.2","12.07.2006.1b","25.07.2006.1","02.08.2006.1b","02.08.2006.2b","15.08.2006.2a","22.08.2006.1","22.08.2006.2","05.09.2006.2","12.09.2006.2b","26.09.2006.1b","10.10.2007.1","09.05.2007.1","09.05.2007.2","06.07.2007.1","06.07.2007.2","02.08.2007.1","02.08.2007.2","22.08.2007.1","22.08.2007.2","05.09.2007.1","05.09.2007.2","19.09.2007.1","19.09.2007.2","26.09.2007.2","07.10.2008.5b","07.10.2008.6b","27.10.2008.1","27.10.2008.2","22.05.2008.1","01.06.2008.1","25.06.2008.a","25.06.2008.b","15.07.2008.2","04.08.2008.4b","04.08.2008.2b","18.08.2008.4d","29.08.2008.1","03.09.2008.2b","17.09.2008.1d","17.09.2008.3b","15.10.2009.1","15.10.2009.p2","20.05.2009.1","20.05.2009.2","08.07.2009.1","08.07.2009.2","12.07.2009.2b","25.07.2009.b","25.07.2009.p2","08.08.2009.p2","22.08.2009.1","22.08.2009.p1","02.09.2009.1","02.09.2009.2","16.09.2009.1","16.09.2009.2","23.09.2009.1","23.09.2009.2","19.10.2010.1","19.10.2010.2","05.05.2010.1","05.05.2010.2","16.06.2010.1","16.06.2010.2","05.07.2010.1","12.07.2010.1","12.07.2010.2","26.07.2010.1","10.08.2010.1","10.08.2010.2","22.08.2010.1","16.09.2010.1","16.09.2010.2","12.10.2011.1","12.10.2011.2","15.05.2011.1","21.06.2011.1","05.07.2011.1","05.07.2011.2","19.07.2011.1","19.07.2011.2","09.08.2011.1","09.08.2011.2","23.08.2011.1","23.08.2011.2","12.09.2011.1","12.09.2011.2","17.10.2012.1","17.10.2012.2","24.04.2012.1","07.06.2012.1","07.06.2012.2","20.07.2012.1","20.07.2012.2","14.08.2012.1","14.08.2012.2","17.09.2012.2","23.10.2013.1","23.10.2013.2","05.06.2013.1","05.06.2013.2","03.07.2013.1","03.07.2013.2","16.08.2013.1","27.08.2013.1","17.09.2013.1","17.09.2013.2"
"ASV_1054",12,0,0,0,10,0,0,0,0,0,5,0,0,8,0,9,7,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,34,15,28,25,0,0,8,0,19,0,0,0,0,0,27,0,0,0,0,10,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,11,0,0,0,0,8,0,0,6,7,6,0,0,0,0,0,0,0,0,0
"ASV_1055",28,2,13,0,0,6,0,7,0,0,5,0,0,3,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,2,2,0,0,0,0,0,0,3,0,22,3,10,6,36,2,14,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0
"ASV_1056",6,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,7,0,0,3,2,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,48,0,9,0,0,0,33,0,0,10,41,11,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0
"ASV_1058",0,0,10,11,0,5,0,0,0,0,6,0,11,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,3,0,0,0,2,21,3,2,27,25,0,0,0,0,22,5,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,42,3,0,3
"ASV_1060",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,35,11,0,0,0,0,0,0,0,0,8,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,131,93,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_1061",0,0,34,30,6,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,6,4,0,0,0,0,0,0,96,3,0,7,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,30,14,0,11,3,0,0,0
"ASV_1064",0,0,0,0,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,2,14,20,0,0,20,5,3,0,0,0,0,0,0,0,35,0,0,0,0,0,8,2,0,3,0,0,0,0,0,0,2,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,0,3,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1066",0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,12,8,0,0,0,0,5,26,9,17,7,7,17,11,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,5,0,0,0,17,0,0,0,0,0,31,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,3,0,0,7,14,0,2,0,0,0,0,0,0,0
"ASV_1069",0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,37,0,0,0,0,0,0,0,0,0,0,0,14,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,33,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"ASV_1070",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,10,3,0,0,0,0,0,0,0,110,0,6,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1072",0,0,0,0,0,0,0,0,18,22,33,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,6,9,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,23,21,0,6,0,0,0,0,0,0,0,0,0,0,3
"ASV_1073",6,0,0,0,0,0,0,0,9,0,11,3,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5,58,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ASV_1074",0,0,23,11,0,4,6,0,0,8,0,0,0,4,0,0,0,0,0,0,5,0,0,16,26,7,0,0,0,0,22,40,0,0,0,0,0,27,0,0,0,6,0,19,13,13,0,0,0,15,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,15,9,0,0,0,0,0,0
"ASV_1077",6,0,0,0,0,0,0,0,0,0,0,19,43,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,5,6,0,3,15,36,0,11,0,0,0,0,0,8,0,4,20,0,17,0,0,17,0,0,0,0,0,0,0,7,3,0,0,3,3,4,0,5,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,2,2,0,3,0,0,4,0,0,0,0,0,0,0,0
"ASV_1078",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,22,28,6,0,7,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,38,27,0,0,0,7,0,0,0,0,11,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,17,51,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,13,0,0,0
"ASV_1080",0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0
"ASV_1086",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,7,0,0,0,0,0,12,8,0,0,0,0,5,0,4,0,0,0,50,0,14,20,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,20,14,0,0,0,0,0,0,0,37,17,0,0,0,0,0,0
"ASV_1087",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,94,0,15,8,0,0,0,0,44,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,36,48,0,0,0,0
"ASV_1089",0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,0,0,0,0,3,5,79,0,12,16,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,6,0,0,0,0,0,5,0,9,13,0,0,0,0,0,0
"ASV_1091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,15,0,10,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"ASV_1096",0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,10,25,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,69,42,0,0,0,47,0,15,22,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV_1099",0,0,0,0,0,0,0,0,0,0,11,28,53,19,0,0,0,0,0,58,10,10,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1100",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,24,42,0,14,0,0,0,0,0,10,0,19,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1103",0,0,4,0,10,7,0,0,22,60,0,2,0,3,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,24,0,0,0,4,0,3,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,8,0,23,3,0,0,0,0,0,0,4,0,0,0
"ASV_1106",0,0,87,31,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,7,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,17,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1117",2,0,0,0,80,77,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,18,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,40,0,0,0,0
"ASV_1120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0,0,14,20,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,49,20,0,20,0,0,0,0,0,0,0,0,0,0,0
"ASV_1122",0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,34,0,44,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV_1128",0,0,0,0,0,0,0,0,21,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,12,0,0,35,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,48,0,0,0,0,0,0,0,6,28,8,0,0,0,0,0,0,5,0,0,0
"ASV_1130",0,0,6,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,5,0,0,2,0,0,27,18,0,0,0,0,2,66,0,0,0,0,0,0,5,0,0,0,0,22,0,10,8,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,8,0,5,13,0,3,5,0,0,0,0,0,0,0,18,0,6,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV_1133",0,6,35,21,0,0,0,0,0,0,6,0,0,0,0,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"ASV_1134",0,0,0,0,0,0,0,0,0,0,0,2,11,71,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"ASV_1141",25,0,0,0,0,0,0,0,0,15,31,3,5,9,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,3,4,5,0,0,0,0,0,0,0,5,0,8,0,3,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,13,0,9,0,15,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,5,0,0,0
"ASV_1142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,4,0,0,0,6,5,0,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,26,98,10,41,13,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,8,0,10,0,0,0,0,0,0,0,0,0,0,0
"ASV_1145",7,0,0,0,2,0,0,0,2,6,0,0,0,3,0,0,4,0,0,6,21,2,4,9,8,21,31,7,4,6,3,0,0,0,0,0,8,11,0,0,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,6,13,4,0,0,0,0,0,0,32,0,2,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0
"ASV_1147",3,0,0,0,0,0,0,0,0,0,11,18,35,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,6,54,0,2,0,18,19,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,10,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,5,45,0,0,3,0,0,0,0,0,0,0
"ASV_1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,12,0,0,0,0,8,6,0,0,25,21,5,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,8,20,0,0,0,0,5,0,0,0,0,26,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,5,0,0,0
"ASV_1153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,12,9,0,8,0,23,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,3,0,45,7,25,0,0,0,0,0,0,0,0,0,0,0,11,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,9,0,0,0
"ASV_1154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,0,0,8,4,0,0,0,0,0,15,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,19,29,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1156",43,17,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,13,0,0,0,0,0,0,0,0,0,11,8,0,50,11,19,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1161",9,9,42,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,33,0,0,0,0,0,0,0,0,0,0,0,0,9,39,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1162",0,0,0,0,0,0,0,0,22,51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,2,0,0,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,26,0,0,0
"ASV_1165",12,0,0,6,4,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,7,11,12,16,4,0,18,0,0,0,11,0,8,0,0,0,0,0,0,5,0,0,0,19,40,0,40,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0
"ASV_1166",0,0,0,0,2,0,0,0,18,31,0,0,0,27,4,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,60,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,19,0,0,11,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1169",0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0
"ASV_1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,68,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,8,39,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,11,0,7,21,0,0,0,0,0,0,5,0,11,0,3,0,0,0,0,0,0,0,4,6
"ASV_1172",0,0,0,0,0,0,0,0,0,0,6,5,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,10,4,17,25,0,0,0,0,0,112,16,0,0,0,0,0,0,0,0,0,0,0,5,0
"ASV_1175",0,0,20,12,17,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_1176",0,0,0,0,15,24,0,0,0,0,0,15,29,0,0,0,0,0,0,12,12,0,0,4,0,13,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,37,0,16,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1181",0,0,0,0,0,0,0,0,0,17,16,0,0,8,0,5,0,0,0,0,0,14,55,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,0,0
"ASV_1182",0,0,0,0,10,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,93,0,0,0,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1186",14,0,0,0,0,0,0,0,0,3,8,23,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1189",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,11,8,8,0,0,0,0,0,6,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,41,55,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,2,0,0,9,4,4,17,0,0,0,0,0,0,4,0,0,0,0,12,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
